Shipment_ID,Region,Transport_Mode,Product_Category,Shipment_Volume_Units,Delivery_Time_Days,Transportation_Cost,SLA_Days,On_Time
517,South,Road,Electronics,56,4.1,466.58,6,True
518,West,Road,Apparel,179,18.8,1434.74,6,False
519,Central,Rail,Pharma,70,6.4,272.36,8,True
520,North,Rail,Groceries,139,6.9,640.1,8,True
521,East,Rail,Furniture,89,7.4,404.1,8,True
522,South,Road,Apparel,131,3.9,1367.26,6,True
523,Central,Road,Groceries,179,5.3,1257.53,6,True
524,West,Road,Furniture,187,3.9,1426.32,6,True
525,West,Sea,Electronics,59,11.2,166.46,15,True
526,South,Road,Furniture,98,3.5,785.92,6,True
527,South,Road,Groceries,79,4.3,736.48,6,True
528,North,Sea,Groceries,200,13.3,457.72,15,True
529,North,Road,Electronics,58,4.0,402.01,6,True
530,West,Sea,Furniture,137,11.2,401.85,15,True
531,West,Rail,Furniture,133,7.7,808.79,8,True
532,Central,Sea,Electronics,62,10.3,145.85,15,True
533,Central,Road,Furniture,33,3.2,243.07,6,True
534,East,Road,Electronics,72,5.1,532.99,6,True
535,West,Rail,Apparel,90,8.1,438.88,8,False
536,Central,Sea,Groceries,93,12.6,208.7,15,True
537,West,Rail,Apparel,88,6.3,381.19,8,True
538,North,Road,Pharma,155,3.7,1686.99,6,True
539,South,Rail,Pharma,169,6.7,1133.62,8,True
540,North,Rail,Pharma,194,6.2,1057.84,8,True
541,Central,Rail,Electronics,67,5.1,215.61,8,True
542,East,Rail,Furniture,101,5.6,423.71,8,True
543,North,Sea,Apparel,232,11.0,594.18,15,True
544,East,Air,Apparel,98,1.5,3146.07,3,True
545,East,Road,Apparel,77,13.8,477.29,6,False
546,South,Road,Apparel,147,6.0,1216.42,6,True
547,North,Road,Pharma,159,3.3,1100.06,6,True
548,East,Road,Apparel,98,3.8,680.22,6,True
549,East,Road,Furniture,84,5.5,611.28,6,True
550,West,Road,Pharma,54,6.2,439.09,6,False
551,East,Road,Apparel,86,4.6,761.58,6,True
552,West,Road,Electronics,43,3.7,405.15,6,True
553,East,Sea,Groceries,196,11.4,741.31,15,True
554,East,Sea,Groceries,37,9.8,104.78,15,True
555,West,Road,Groceries,72,2.9,541.24,6,True
556,South,Sea,Pharma,121,12.1,392.71,15,True
557,North,Air,Apparel,112,1.3,4201.77,3,True
558,North,Road,Pharma,63,4.7,554.32,6,True
559,West,Road,Furniture,129,3.8,988.12,6,True
560,East,Air,Electronics,45,0.6,1182.58,3,True
561,West,Rail,Electronics,122,6.4,648.93,8,True
562,North,Rail,Groceries,67,9.0,356.84,8,False
563,North,Road,Groceries,42,3.6,303.83,6,True
564,North,Road,Groceries,90,4.2,808.19,6,True
565,South,Road,Apparel,176,5.0,1774.47,6,True
566,East,Road,Furniture,65,3.3,422.17,6,True
567,South,Road,Furniture,159,5.5,1710.78,6,True
568,South,Road,Furniture,104,2.1,1123.39,6,True
569,Central,Sea,Furniture,56,11.5,176.08,15,True
570,South,Sea,Groceries,84,11.6,364.21,15,True
571,East,Road,Electronics,97,4.2,603.84,6,True
572,West,Sea,Groceries,15,9.6,53.81,15,True
573,South,Road,Furniture,38,5.6,395.73,6,True
574,East,Road,Groceries,82,4.5,559.54,6,True
575,West,Road,Furniture,43,5.3,385.85,6,True
576,Central,Air,Pharma,168,3.4,3379.15,3,False
577,North,Sea,Electronics,137,19.7,293.53,15,False
578,Central,Air,Pharma,133,0.5,2766.2,3,True
579,South,Road,Apparel,68,5.4,662.13,6,True
580,North,Air,Groceries,57,1.2,2125.63,3,True
581,South,Road,Apparel,122,2.6,1076.29,6,True
582,Central,Sea,Groceries,166,12.7,501.26,15,True
583,South,Air,Pharma,299,4.5,13816.63,3,False
584,South,Road,Furniture,201,3.9,1405.86,6,True
585,East,Air,Furniture,221,2.6,6781.92,3,True
586,North,Air,Groceries,188,0.5,5652.53,3,True
587,North,Road,Furniture,98,2.0,832.69,6,True
588,North,Rail,Pharma,61,7.1,303.6,8,True
589,North,Road,Furniture,24,4.7,166.57,6,True
590,North,Rail,Pharma,91,5.4,570.65,8,True
591,North,Sea,Apparel,183,14.0,553.73,15,True
592,East,Sea,Pharma,74,9.9,187.33,15,True
593,North,Air,Electronics,113,11.3,3804.82,3,False
594,South,Air,Electronics,74,0.8,3701.68,3,True
595,Central,Road,Electronics,137,3.6,996.65,6,True
596,South,Rail,Groceries,90,7.8,504.9,8,True
597,East,Road,Groceries,12,4.1,73.54,6,True
598,North,Road,Groceries,44,3.8,307.85,6,True
599,North,Road,Pharma,153,2.5,1135.48,6,True
600,North,Road,Groceries,20,5.3,172.17,6,True
601,North,Air,Apparel,110,0.5,741.31,3,True
602,North,Road,Electronics,152,2.5,1083.66,6,True
603,North,Rail,Pharma,41,5.5,229.62,8,True
604,North,Road,Electronics,184,4.2,1271.38,6,True
605,North,Road,Groceries,229,3.1,1663.88,6,True
606,South,Air,Pharma,47,14.1,1480.43,3,False
607,North,Road,Furniture,72,3.7,448.19,6,True
608,South,Road,Apparel,117,12.4,927.95,6,False
609,East,Rail,Groceries,248,6.6,1111.69,8,True
610,East,Road,Groceries,83,6.1,508.5,6,False
611,North,Sea,Apparel,163,11.5,598.88,15,True
612,West,Road,Apparel,112,5.0,809.21,6,True
613,East,Road,Furniture,72,1.9,532.7,6,True
614,North,Rail,Groceries,29,9.5,173.72,8,False
615,West,Road,Groceries,64,5.0,545.06,6,True
616,Central,Road,Electronics,64,3.6,387.24,6,True
617,North,Road,Pharma,274,3.7,2240.34,6,True
618,North,Road,Pharma,174,3.7,1274.71,6,True
619,West,Sea,Electronics,83,14.2,222.2,15,True
620,West,Road,Pharma,115,5.1,1054.78,6,True
621,North,Rail,Apparel,69,5.5,314.82,8,True
622,North,Sea,Pharma,209,10.5,715.1,15,True
623,South,Road,Pharma,70,5.4,720.92,6,True
624,South,Sea,Electronics,64,26.4,226.31,15,False
625,East,Road,Furniture,109,4.8,899.09,6,True
626,South,Sea,Pharma,40,11.9,126.74,15,True
627,South,Road,Pharma,94,3.6,966.47,6,True
628,West,Rail,Furniture,71,8.0,416.28,8,True
629,North,Road,Electronics,141,6.1,1077.0,6,False
630,North,Road,Furniture,217,4.8,1624.1,6,True
631,West,Air,Electronics,106,2.7,4087.76,3,True
632,Central,Rail,Apparel,116,6.3,600.99,8,True
633,East,Road,Electronics,156,2.4,1084.07,6,True
634,East,Road,Apparel,33,2.8,221.53,6,True
635,North,Rail,Apparel,78,7.4,458.94,8,True
636,South,Rail,Electronics,163,7.5,946.83,8,True
637,East,Sea,Groceries,199,13.3,607.1,15,True
638,North,Rail,Electronics,156,6.4,952.53,8,True
639,North,Sea,Pharma,233,13.3,499.05,15,True
640,South,Rail,Pharma,66,5.9,377.36,8,True
641,North,Road,Groceries,192,4.7,1483.05,6,True
642,South,Road,Apparel,105,3.8,826.56,6,True
643,North,Rail,Groceries,27,4.7,96.15,8,True
644,South,Air,Pharma,136,2.5,4167.22,3,True
645,North,Road,Groceries,92,5.5,747.52,6,True
646,Central,Road,Electronics,301,14.9,1772.08,6,False
647,East,Sea,Groceries,123,12.3,292.16,15,True
648,East,Air,Apparel,82,0.5,2619.59,3,True
649,West,Road,Electronics,114,3.6,858.18,6,True
650,South,Road,Furniture,79,10.7,867.46,6,False
651,North,Road,Pharma,50,13.2,362.75,6,False
652,East,Road,Pharma,108,4.6,953.18,6,True
653,East,Road,Groceries,63,4.4,451.56,6,True
654,West,Road,Electronics,173,4.9,1311.1,6,True
655,South,Rail,Furniture,304,6.2,1558.02,8,True
656,North,Road,Electronics,85,1.3,834.41,6,True
657,South,Sea,Pharma,239,12.3,910.61,15,True
658,South,Sea,Electronics,36,12.1,110.05,15,True
659,East,Road,Furniture,182,4.7,1333.81,6,True
660,East,Rail,Groceries,123,5.6,357.67,8,True
661,South,Road,Apparel,144,4.3,1060.18,6,True
662,Central,Sea,Electronics,203,12.7,432.37,15,True
663,East,Road,Apparel,130,3.8,827.22,6,True
664,North,Rail,Pharma,38,19.1,224.57,8,False
665,North,Air,Groceries,159,1.6,3967.13,3,True
666,North,Road,Groceries,143,4.2,898.99,6,True
667,North,Road,Electronics,88,0.5,751.77,6,True
668,North,Rail,Groceries,97,4.6,501.75,8,True
669,North,Rail,Electronics,166,4.6,786.45,8,True
670,South,Road,Electronics,120,4.3,1443.89,6,True
671,North,Air,Apparel,83,3.0,3174.04,3,True
672,Central,Road,Groceries,114,3.9,863.43,6,True
673,North,Rail,Electronics,53,7.0,262.98,8,True
674,East,Road,Apparel,65,4.8,429.84,6,True
675,South,Sea,Furniture,106,12.2,336.51,15,True
676,Central,Road,Apparel,102,4.7,743.64,6,True
677,North,Road,Apparel,119,4.3,1062.35,6,True
678,South,Road,Electronics,104,3.8,925.43,6,True
679,Central,Road,Pharma,45,4.5,308.37,6,True
680,West,Air,Pharma,237,3.2,9967.37,3,False
681,West,Road,Pharma,198,4.6,1522.51,6,True
682,North,Sea,Apparel,132,12.3,375.6,15,True
683,North,Road,Electronics,80,2.9,682.88,6,True
684,East,Road,Groceries,183,5.7,964.09,6,True
685,Central,Road,Apparel,171,2.3,1170.83,6,True
686,East,Road,Apparel,221,2.0,1322.67,6,True
687,East,Road,Electronics,150,4.4,1232.55,6,True
688,North,Road,Furniture,88,2.9,930.81,6,True
689,West,Road,Apparel,147,5.3,1105.67,6,True
690,North,Road,Furniture,25,2.0,159.51,6,True
691,South,Air,Furniture,84,2.7,3289.76,3,True
692,South,Air,Pharma,270,2.5,10435.09,3,True
693,East,Road,Electronics,46,4.1,364.02,6,True
694,North,Road,Furniture,31,1.5,256.71,6,True
695,North,Sea,Electronics,90,9.9,258.0,15,True
696,East,Air,Pharma,91,1.8,2905.46,3,True
697,South,Rail,Electronics,175,5.7,836.88,8,True
698,East,Road,Apparel,125,4.9,1011.94,6,True
699,North,Rail,Furniture,107,5.9,664.84,8,True
700,South,Rail,Electronics,34,5.8,160.38,8,True
701,East,Air,Groceries,108,0.5,2596.11,3,True
702,North,Sea,Electronics,67,13.0,188.88,15,True
703,South,Road,Furniture,162,3.2,1217.33,6,True
704,North,Road,Pharma,110,3.5,711.54,6,True
705,North,Rail,Pharma,15,4.7,59.23,8,True
706,Central,Sea,Furniture,215,10.2,501.02,15,True
707,South,Road,Apparel,51,5.8,440.24,6,True
708,West,Road,Apparel,116,19.6,1028.96,6,False
709,North,Road,Pharma,98,5.0,717.79,6,True
710,East,Road,Pharma,144,3.7,847.59,6,True
711,West,Rail,Furniture,74,3.9,387.52,8,True
712,East,Air,Apparel,66,4.0,1748.89,3,False
713,South,Road,Pharma,94,4.5,931.24,6,True
714,South,Road,Apparel,230,4.2,1587.14,6,True
715,South,Road,Pharma,48,3.6,298.2,6,True
716,Central,Road,Electronics,110,1.5,534.01,6,True
717,West,Air,Groceries,127,2.9,4374.39,3,True
718,Central,Sea,Electronics,117,10.7,268.71,15,True
719,North,Sea,Pharma,76,12.7,232.68,15,True
720,West,Road,Groceries,85,4.9,653.52,6,True
721,Central,Sea,Groceries,97,12.4,203.24,15,True
722,North,Rail,Pharma,106,6.6,643.95,8,True
723,North,Rail,Pharma,23,7.6,135.16,8,True
724,West,Road,Apparel,148,3.0,1427.11,6,True
725,East,Road,Pharma,134,4.2,1009.5,6,True
726,West,Road,Furniture,174,3.7,1546.78,6,True
727,North,Road,Pharma,28,14.9,196.95,6,False
728,West,Road,Furniture,126,4.3,1081.32,6,True
729,North,Road,Pharma,99,5.5,680.34,6,True
730,North,Road,Apparel,117,5.7,788.12,6,True
731,North,Rail,Furniture,94,8.2,355.97,8,False
732,West,Road,Electronics,135,1.9,1203.07,6,True
733,East,Road,Furniture,72,20.4,531.13,6,False
734,East,Sea,Apparel,113,12.2,291.24,15,True
735,South,Sea,Furniture,33,13.9,106.44,15,True
736,West,Rail,Pharma,85,5.5,323.75,8,True
737,South,Sea,Pharma,88,11.4,315.28,15,True
738,West,Air,Apparel,15,0.5,525.16,3,True
739,South,Sea,Groceries,114,12.9,446.16,15,True
740,South,Road,Pharma,131,4.6,1231.63,6,True
741,South,Road,Electronics,85,2.7,864.79,6,True
742,South,Road,Apparel,162,1.4,1488.78,6,True
743,West,Road,Furniture,216,4.5,1863.85,6,True
744,East,Road,Furniture,292,4.6,2396.04,6,True
745,North,Air,Electronics,45,0.5,1529.55,3,True
746,Central,Rail,Pharma,146,4.6,625.33,8,True
747,South,Air,Apparel,115,2.3,4320.81,3,True
748,East,Road,Electronics,104,6.2,734.07,6,False
749,Central,Sea,Pharma,45,11.4,133.82,15,True
750,East,Air,Apparel,106,0.5,3659.8,3,True
751,North,Road,Furniture,17,4.4,124.95,6,True
752,Central,Rail,Apparel,95,6.8,404.11,8,True
753,East,Road,Groceries,32,3.6,186.16,6,True
754,South,Road,Apparel,78,6.4,693.79,6,False
755,North,Sea,Groceries,184,19.5,473.06,15,False
756,West,Road,Apparel,69,3.5,618.89,6,True
757,East,Road,Groceries,25,2.1,174.9,6,True
758,East,Sea,Furniture,125,13.6,351.85,15,True
759,Central,Rail,Pharma,67,7.4,299.12,8,True
760,West,Road,Groceries,296,3.6,2314.76,6,True
761,North,Road,Groceries,35,4.4,262.17,6,True
762,South,Road,Furniture,420,3.8,3842.53,6,True
763,North,Air,Groceries,74,2.1,2255.7,3,True
764,West,Road,Electronics,72,2.8,603.78,6,True
765,North,Road,Furniture,40,2.6,322.0,6,True
766,East,Sea,Electronics,133,18.7,371.43,15,False
767,West,Air,Furniture,19,2.6,742.19,3,True
768,West,Road,Groceries,127,3.4,810.27,6,True
769,South,Air,Electronics,173,0.6,5620.96,3,True
770,West,Rail,Groceries,44,7.4,190.56,8,True
771,North,Road,Furniture,250,3.1,2027.78,6,True
772,West,Road,Groceries,61,4.1,490.54,6,True
773,North,Sea,Electronics,88,11.9,174.2,15,True
774,South,Road,Electronics,31,2.2,368.49,6,True
775,West,Air,Groceries,97,1.7,2501.22,3,True
776,North,Road,Apparel,139,4.1,1117.07,6,True
777,North,Road,Furniture,45,4.4,390.42,6,True
778,West,Road,Furniture,119,4.2,891.68,6,True
779,West,Road,Groceries,134,6.6,1233.65,6,False
780,East,Road,Apparel,160,5.4,977.79,6,True
781,East,Road,Electronics,103,4.0,760.63,6,True
782,East,Sea,Pharma,206,12.2,374.28,15,True
783,North,Sea,Pharma,44,14.1,155.23,15,True
784,South,Rail,Groceries,131,7.0,753.35,8,True
785,North,Sea,Apparel,64,10.5,146.07,15,True
786,Central,Road,Apparel,126,5.1,882.45,6,True
787,East,Sea,Furniture,111,13.5,373.07,15,True
788,South,Road,Electronics,63,5.9,499.06,6,True
789,South,Sea,Apparel,99,11.5,330.78,15,True
790,Central,Sea,Pharma,62,11.4,137.31,15,True
791,North,Rail,Electronics,278,4.9,1229.41,8,True
792,East,Sea,Electronics,152,12.4,356.5,15,True
793,East,Air,Groceries,281,2.4,7993.18,3,True
794,East,Road,Apparel,57,14.0,373.93,6,False
795,North,Road,Groceries,29,3.8,219.6,6,True
796,West,Air,Apparel,128,0.5,4401.24,3,True
797,Central,Road,Furniture,129,5.8,919.86,6,True
798,East,Air,Groceries,157,0.5,5443.91,3,True
799,East,Sea,Groceries,158,12.4,328.47,15,True
800,Central,Road,Pharma,270,4.3,1574.14,6,True
801,West,Rail,Groceries,157,6.1,978.87,8,True
802,North,Sea,Apparel,51,12.1,159.75,15,True
803,East,Sea,Pharma,38,10.8,107.75,15,True
804,East,Sea,Groceries,282,11.6,788.69,15,True
805,South,Air,Groceries,104,2.7,4021.7,3,True
806,West,Sea,Furniture,218,13.5,682.47,15,True
807,Central,Rail,Groceries,59,5.5,221.7,8,True
808,Central,Road,Electronics,154,2.1,1112.11,6,True
809,South,Road,Pharma,59,3.1,510.66,6,True
810,North,Rail,Electronics,14,8.2,68.81,8,False
811,Central,Road,Pharma,195,3.1,1385.66,6,True
812,West,Air,Furniture,45,1.4,1572.44,3,True
813,North,Rail,Groceries,41,7.7,202.83,8,True
814,Central,Road,Groceries,96,3.4,581.39,6,True
815,West,Air,Groceries,98,1.3,3553.24,3,True
816,East,Rail,Pharma,123,7.0,526.57,8,True
817,East,Road,Groceries,131,6.1,867.39,6,False
818,South,Road,Electronics,59,3.2,485.16,6,True
819,North,Road,Groceries,41,5.7,319.52,6,True
820,South,Road,Furniture,210,3.7,2227.09,6,True
821,West,Sea,Electronics,168,10.9,578.71,15,True
822,North,Road,Groceries,44,4.3,268.62,6,True
823,South,Air,Groceries,32,8.0,1205.09,3,False
824,South,Road,Apparel,81,4.6,673.85,6,True
825,East,Road,Pharma,40,7.8,220.51,6,False
826,Central,Sea,Electronics,79,13.3,197.43,15,True
827,South,Rail,Apparel,161,5.9,912.41,8,True
828,South,Road,Furniture,93,5.3,1115.22,6,True
829,West,Road,Pharma,197,2.9,1571.89,6,True
830,South,Road,Electronics,85,3.1,690.95,6,True
831,North,Road,Groceries,189,3.9,1314.02,6,True
832,South,Rail,Electronics,76,6.1,407.4,8,True
833,North,Road,Groceries,14,2.4,121.92,6,True
834,North,Road,Pharma,129,3.6,1141.11,6,True
835,South,Road,Groceries,23,3.8,304.48,6,True
836,South,Sea,Furniture,69,13.9,194.97,15,True
837,Central,Sea,Groceries,13,23.7,31.6,15,False
838,South,Road,Furniture,101,2.3,833.82,6,True
839,East,Rail,Pharma,114,6.2,539.97,8,True
840,East,Road,Pharma,141,17.1,1225.83,6,False
841,North,Road,Electronics,32,4.7,289.11,6,True
842,East,Rail,Furniture,53,6.4,195.3,8,True
843,North,Sea,Furniture,84,11.7,277.88,15,True
844,Central,Sea,Apparel,143,12.8,234.4,15,True
845,North,Air,Apparel,119,2.5,2678.15,3,True
846,South,Road,Apparel,52,3.7,460.53,6,True
847,North,Rail,Groceries,187,4.9,1020.65,8,True
848,Central,Road,Apparel,33,2.9,222.23,6,True
849,East,Air,Furniture,125,2.6,5063.11,3,True
850,East,Road,Groceries,59,16.9,431.77,6,False
851,North,Rail,Pharma,164,8.0,806.86,8,True
852,West,Road,Electronics,69,3.5,680.03,6,True
853,North,Road,Apparel,430,4.4,741.31,6,True
854,Central,Sea,Pharma,127,12.8,322.57,15,True
855,North,Road,Furniture,223,3.2,1904.15,6,True
856,North,Air,Electronics,273,8.5,8162.21,3,False
857,North,Road,Pharma,86,4.2,727.99,6,True
858,South,Road,Electronics,95,3.0,1160.46,6,True
859,East,Road,Apparel,211,2.7,1778.22,6,True
860,North,Road,Furniture,108,2.8,755.23,6,True
861,West,Sea,Electronics,51,13.5,217.01,15,True
862,South,Road,Pharma,30,4.5,304.54,6,True
863,East,Sea,Apparel,117,11.0,336.0,15,True
864,South,Air,Apparel,71,2.5,2816.07,3,True
865,South,Road,Pharma,160,3.1,1622.74,6,True
866,East,Air,Pharma,77,0.5,2466.17,3,True
867,North,Air,Electronics,266,2.3,9337.43,3,True
868,North,Rail,Groceries,56,8.0,274.41,8,True
869,West,Road,Apparel,42,4.7,741.31,6,True
870,Central,Road,Electronics,94,11.6,679.47,6,False
871,South,Sea,Pharma,152,22.0,512.65,15,False
872,North,Sea,Electronics,168,11.7,389.16,15,True
873,East,Sea,Pharma,108,12.5,293.18,15,True
874,South,Road,Furniture,275,3.0,2257.57,6,True
875,North,Rail,Pharma,101,5.6,469.13,8,True
876,North,Road,Pharma,85,2.3,667.27,6,True
877,West,Road,Pharma,128,4.3,904.19,6,True
878,East,Road,Groceries,47,2.3,256.66,6,True
879,North,Air,Pharma,189,9.4,6904.71,3,False
880,North,Road,Apparel,208,3.1,1670.7,6,True
881,North,Road,Apparel,114,0.5,910.44,6,True
882,East,Sea,Electronics,53,13.0,154.06,15,True
883,North,Road,Groceries,119,4.6,857.82,6,True
884,North,Road,Electronics,267,5.6,2242.52,6,True
885,West,Road,Apparel,144,1.5,1452.26,6,True
886,North,Sea,Apparel,165,11.2,476.09,15,True
887,East,Air,Furniture,181,1.7,7325.9,3,True
888,North,Road,Pharma,46,4.7,370.76,6,True
889,North,Sea,Apparel,90,10.2,235.48,15,True
890,North,Sea,Electronics,155,12.5,524.27,15,True
891,West,Road,Electronics,37,3.3,305.55,6,True
892,West,Rail,Pharma,201,3.8,1221.86,8,True
893,West,Rail,Pharma,39,5.1,217.44,8,True
894,South,Rail,Furniture,74,6.6,404.58,8,True
895,East,Road,Groceries,197,1.8,1742.01,6,True
896,North,Sea,Electronics,96,12.8,266.43,15,True
897,South,Air,Pharma,117,1.8,3179.48,3,True
898,Central,Road,Electronics,293,3.7,2122.89,6,True
899,North,Road,Pharma,178,2.0,1498.75,6,True
900,North,Road,Apparel,99,2.1,944.51,6,True
901,North,Road,Electronics,184,3.5,1277.33,6,True
902,North,Rail,Apparel,101,4.7,486.28,8,True
903,North,Road,Electronics,90,3.6,681.12,6,True
904,East,Road,Groceries,105,16.0,861.89,6,False
905,South,Air,Furniture,83,1.2,3666.9,3,True
906,Central,Road,Apparel,67,3.6,442.62,6,True
907,West,Sea,Pharma,78,11.6,253.85,15,True
908,South,Road,Groceries,72,5.2,548.04,6,True
909,North,Road,Electronics,54,5.6,481.81,6,True
910,South,Road,Apparel,151,4.5,1553.64,6,True
911,East,Road,Electronics,163,4.2,1576.93,6,True
912,North,Road,Electronics,90,4.3,770.84,6,True
913,East,Rail,Electronics,306,7.7,1507.63,8,True
914,South,Sea,Furniture,217,12.6,802.28,15,True
915,East,Road,Furniture,149,5.8,960.69,6,True
916,South,Rail,Pharma,174,5.5,1188.0,8,True
917,South,Rail,Apparel,42,4.4,239.48,8,True
918,Central,Sea,Groceries,205,11.2,477.76,15,True
919,West,Road,Groceries,69,3.3,567.88,6,True
920,North,Road,Groceries,270,5.9,2138.63,6,True
921,West,Road,Electronics,413,4.9,3216.08,6,True
922,South,Rail,Furniture,342,5.2,2029.99,8,True
923,Central,Sea,Apparel,152,22.4,359.51,15,False
924,West,Road,Electronics,166,3.8,1356.39,6,True
925,South,Road,Furniture,171,6.0,1688.79,6,True
926,North,Sea,Furniture,87,11.6,263.97,15,True
927,North,Sea,Apparel,147,10.2,404.34,15,True
928,East,Sea,Apparel,62,11.8,148.23,15,True
929,East,Rail,Apparel,266,5.6,1214.67,8,True
930,North,Road,Electronics,164,2.4,1165.06,6,True
931,North,Air,Pharma,215,2.2,6600.99,3,True
932,West,Rail,Apparel,111,7.7,512.43,8,True
933,Central,Road,Pharma,79,2.7,524.94,6,True
934,East,Air,Electronics,43,2.7,1597.0,3,True
935,North,Rail,Pharma,70,5.3,368.26,8,True
936,North,Road,Groceries,99,4.0,897.35,6,True
937,North,Rail,Pharma,166,5.8,821.32,8,True
938,Central,Air,Apparel,136,1.5,3889.24,3,True
939,North,Sea,Electronics,125,12.6,467.98,15,True
940,East,Road,Apparel,161,2.8,1303.3,6,True
941,North,Road,Groceries,100,5.6,912.44,6,True
942,East,Air,Apparel,161,2.1,4870.51,3,True
943,East,Road,Apparel,123,14.5,884.9,6,False
944,West,Rail,Apparel,120,5.1,668.34,8,True
945,North,Rail,Furniture,67,4.7,304.53,8,True
946,North,Road,Groceries,87,5.4,449.28,6,True
947,North,Air,Apparel,26,0.5,964.12,3,True
948,Central,Air,Apparel,60,1.7,1922.26,3,True
949,West,Road,Apparel,193,5.2,1634.62,6,True
950,East,Sea,Electronics,65,11.8,159.81,15,True
951,East,Sea,Furniture,135,13.4,346.42,15,True
952,East,Rail,Electronics,61,5.7,190.99,8,True
953,North,Rail,Furniture,176,4.5,836.01,8,True
954,Central,Road,Apparel,141,4.4,751.46,6,True
955,South,Sea,Groceries,46,12.2,142.05,15,True
956,South,Rail,Pharma,183,9.2,868.26,8,False
957,East,Rail,Pharma,214,4.9,777.96,8,True
958,North,Sea,Apparel,62,11.7,157.99,15,True
959,North,Road,Electronics,92,3.1,805.86,6,True
960,West,Sea,Groceries,55,11.8,160.0,15,True
961,North,Road,Furniture,172,3.8,1147.32,6,True
962,East,Road,Apparel,110,3.0,881.58,6,True
963,North,Road,Groceries,109,4.6,888.87,6,True
964,South,Sea,Groceries,98,11.7,218.23,15,True
965,South,Sea,Furniture,220,13.6,872.35,15,True
966,South,Rail,Groceries,327,5.2,1900.58,8,True
967,West,Rail,Electronics,216,8.2,1265.04,8,False
968,South,Air,Electronics,175,1.8,6805.79,3,True
969,East,Sea,Electronics,79,4.7,264.64,15,True
970,South,Road,Groceries,72,4.1,624.46,6,True
971,East,Road,Electronics,67,3.1,291.67,6,True
972,Central,Road,Furniture,87,3.7,482.52,6,True
973,West,Rail,Groceries,81,4.3,457.28,8,True
974,North,Rail,Pharma,155,5.9,793.49,8,True
975,North,Road,Groceries,37,4.2,290.56,6,True
976,North,Road,Furniture,85,4.1,579.39,6,True
977,East,Sea,Pharma,25,13.6,67.69,15,True
978,North,Road,Groceries,177,3.8,1412.95,6,True
979,South,Rail,Electronics,86,3.7,492.67,8,True
980,East,Sea,Apparel,263,16.3,767.37,15,False
981,South,Road,Apparel,161,3.2,1521.59,6,True
982,West,Road,Electronics,25,5.2,202.05,6,True
983,North,Rail,Apparel,42,4.2,178.42,8,True
984,North,Sea,Apparel,84,12.3,303.41,15,True
985,West,Air,Electronics,331,4.7,15779.95,3,True
986,South,Sea,Electronics,57,8.6,248.1,15,True
987,East,Road,Groceries,121,3.7,962.56,6,True
988,South,Air,Groceries,192,1.4,5786.25,3,True
989,North,Rail,Electronics,219,5.7,799.79,8,True
990,West,Sea,Furniture,98,12.3,283.31,15,True
991,West,Road,Apparel,53,3.7,441.54,6,True
992,East,Sea,Groceries,107,12.1,284.75,15,True
993,North,Air,Apparel,185,1.7,6663.18,3,True
994,East,Road,Pharma,158,4.0,741.31,6,True
995,South,Road,Electronics,28,3.8,319.71,6,True
996,North,Sea,Furniture,34,10.9,125.03,15,True
997,Central,Road,Pharma,37,4.7,190.22,6,True
998,North,Road,Pharma,189,3.7,1089.8,6,True
999,Central,Road,Pharma,45,3.6,284.12,6,True
1000,South,Sea,Electronics,41,12.6,168.23,15,True
1001,North,Rail,Groceries,114,6.3,567.25,8,True
1002,East,Rail,Electronics,185,5.2,864.96,8,True
1003,West,Road,Groceries,248,5.5,1945.8,6,True
1004,West,Air,Pharma,46,0.5,1727.59,3,True
1005,West,Air,Pharma,320,0.5,13426.06,3,True
1006,East,Sea,Furniture,26,12.8,74.54,15,True
1007,East,Sea,Groceries,78,14.1,228.78,15,True
1008,West,Road,Pharma,149,3.3,939.34,6,True
1009,North,Rail,Apparel,51,6.5,336.79,8,True
1010,South,Road,Furniture,89,2.6,615.99,6,True
1011,North,Air,Electronics,80,0.5,2865.7,3,True
1012,Central,Road,Furniture,31,14.0,193.92,6,False
1013,Central,Road,Apparel,103,4.4,648.63,6,True
1014,North,Road,Groceries,67,10.6,605.93,6,False
1015,West,Air,Electronics,60,2.8,1970.89,3,True
1016,Central,Road,Electronics,81,1.5,484.75,6,True
1017,North,Rail,Groceries,215,4.6,890.11,8,True
1018,East,Road,Furniture,189,4.3,1589.86,6,True
1019,Central,Road,Pharma,16,2.0,106.49,6,True
1020,North,Rail,Furniture,168,4.7,920.29,8,True
1021,East,Road,Apparel,50,5.7,403.85,6,True
1022,South,Road,Pharma,270,3.4,3226.0,6,True
1023,Central,Rail,Furniture,52,6.9,264.69,8,True
1024,Central,Road,Groceries,157,4.0,1053.49,6,True
1025,Central,Road,Apparel,81,3.2,530.68,6,True
1026,South,Road,Apparel,135,2.0,1142.86,6,True
1027,West,Sea,Apparel,83,12.3,290.63,15,True
1028,West,Air,Pharma,46,3.2,1869.81,3,False
1029,South,Rail,Electronics,62,5.2,317.5,8,True
1030,West,Air,Pharma,28,1.6,1140.1,3,True
1031,North,Road,Furniture,196,2.2,1805.16,6,True
1032,East,Road,Electronics,165,3.2,988.12,6,True
1033,North,Rail,Furniture,126,16.6,647.95,8,False
1034,North,Road,Electronics,132,4.9,1045.59,6,True
